0 0 0.475615
0.0526316 0 0.446053
0.105263 0 0.393421
0.157895 0 0.340789
0.210526 0 0.288158
0.263158 0 0.235526
0.315789 0 0.182895
0.368421 0 0.130263
0.421053 0 0.0776316
0.473684 0 0.0275554
0.526316 0 0.00242382
0.578947 0 0
0.631579 0 0
0.684211 0 0
0.736842 0 0
0.789474 0 0
0.842105 0 0
0.894737 0 0
0.947368 0 0
1 0 0
0 0.0526316 0.476868
0.0526316 0.0526316 0.444746
0.105263 0.0526316 0.392109
0.157895 0.0526316 0.339477
0.210526 0.0526316 0.286846
0.263158 0.0526316 0.234214
0.315789 0.0526316 0.181582
0.368421 0.0526316 0.128951
0.421053 0.0526316 0.0765183
0.473684 0.0526316 0.0287191
0.526316 0.0526316 0.00444516
0.578947 0.0526316 0.000273637
0.631579 0.0526316 0
0.684211 0.0526316 0
0.736842 0.0526316 0
0.789474 0.0526316 0
0.842105 0.0526316 0
0.894737 0.0526316 0
0.947368 0.0526316 0
1 0.0526316 0
0 0.105263 0.478125
0.0526316 0.105263 0.443443
0.105263 0.105263 0.3908
0.157895 0.105263 0.338168
0.210526 0.105263 0.285537
0.263158 0.105263 0.232905
0.315789 0.105263 0.180274
0.368421 0.105263 0.127654
0.421053 0.105263 0.075574
0.473684 0.105263 0.0297959
0.526316 0.105263 0.00617523
0.578947 0.105263 0.000705047
0.631579 0.105263 3.7157e-05
0.684211 0.105263 0
0.736842 0.105263 0
0.789474 0.105263 0
0.842105 0.105263 0
0.894737 0.105263 0
0.947368 0.105263 0
1 0.105263 0
0 0.157895 0.479384
0.0526316 0.157895 0.442142
0.105263 0.157895 0.389494
0.157895 0.157895 0.336863
0.210526 0.157895 0.284231
0.263158 0.157895 0.2316
0.315789 0.157895 0.178969
0.368421 0.157895 0.126382
0.421053 0.157895 0.0747696
0.473684 0.157895 0.0307849
0.526316 0.157895 0.00768678
0.578947 0.157895 0.00122601
0.631579 0.157895 0.000121533
0.684211 0.157895 5.97445e-06
0.736842 0.157895 0
0.789474 0.157895 0
0.842105 0.157895 0
0.894737 0.157895 0
0.947368 0.157895 0
1 0.157895 0
0 0.210526 0.480648
