0.0526316 0.210526 0.440844
0.105263 0.210526 0.388192
0.157895 0.210526 0.335561
0.210526 0.210526 0.282929
0.263158 0.210526 0.230298
0.315789 0.210526 0.177669
0.368421 0.210526 0.12514
0.421053 0.210526 0.0740804
0.473684 0.210526 0.0316903
0.526316 0.210526 0.00902892
0.578947 0.210526 0.00179551
0.631579 0.210526 0.000251849
0.684211 0.210526 2.33743e-05
0.736842 0.210526 1.12257e-06
0.789474 0.210526 0
0.842105 0.210526 0
0.894737 0.210526 0
0.947368 0.210526 0
1 0.210526 0
0 0.263158 0.481914
0.0526316 0.263158 0.439549
0.105263 0.263158 0.386894
0.157895 0.263158 0.334262
0.210526 0.263158 0.281631
0.263158 0.263158 0.228999
0.315789 0.263158 0.176375
0.368421 0.263158 0.123932
0.421053 0.263158 0.0734858
0.473684 0.263158 0.0325187
0.526316 0.263158 0.0102358
0.578947 0.263158 0.00238844
0.631579 0.263158 0.000422559
0.684211 0.263158 5.571e-05
0.736842 0.263158 5.04831e-06
0.789474 0.263158 2.43716e-07
0.842105 0.263158 0
0.894737 0.263158 0
0.947368 0.263158 0
1 0.263158 0
0 0.315789 0.483184
0.0526316 0.315789 0.438256
0.105263 0.315789 0.385599
0.157895 0.315789 0.332967
0.210526 0.315789 0.280336
0.263158 0.315789 0.227704
0.315789 0.315789 0.175088
0.368421 0.315789 0.122761
0.421053 0.315789 0.0729688
0.473684 0.315789 0.0332772
0.526316 0.315789 0.0113319
0.578947 0.315789 0.00298924
0.631579 0.315789 0.000626995
0.684211 0.315789 0.00010467
0.736842 0.315789 1.34743e-05
0.789474 0.315789 1.22364e-06
0.842105 0.315789 6.05441e-08
0.894737 0.315789 0
0.947368 0.315789 0
1 0.315789 0
0 0.368421 0.484457
0.0526316 0.368421 0.436966
0.105263 0.368421 0.384307
0.157895 0.368421 0.331675
0.210526 0.368421 0.279044
0.263158 0.368421 0.226413
0.315789 0.368421 0.17381
0.368421 0.368421 0.121628
0.421053 0.368421 0.0725153
0.473684 0.368421 0.0339728
0.526316 0.368421 0.0123354
0.578947 0.368421 0.00358815
0.631579 0.368421 0.000858692
0.684211 0.368421 0.000170596
0.736842 0.368421 2.78208e-05
0.789474 0.368421 3.58168e-06
0.842105 0.368421 3.31734e-07
0.894737 0.368421 1.70639e-08
0.947368 0.368421 0
1 0.368421 0
0 0.421053 0.485734
0.0526316 0.421053 0.435679
0.105263 0.421053 0.383019
0.157895 0.421053 0.330387
0.210526 0.421053 0.277755
0.263158 0.421053 0.225126
0.315789 0.421053 0.172541
0.368421 0.421053 0.120533
0.421053 0.421053 0.0721139
0.473684 0.421053 0.0346121
0.526316 0.421053 0.01326
0.578947 0.421053 0.00417908
0.631579 0.421053 0.0011119
0.684211 0.421053 0.000252944
0.736842 0.421053 4.91268e-05
0.789474 0.421053 8.00084e-06
0.842105 0.421053 1.0468e-06
0.894737 0.421053 1.00133e-07
0.947368 0.421053 5.41553e-09
1 0.421053 0
0 0.473684 0.487014
0.0526316 0.473684 0.434395
0.105263 0.473684 0.381734
0.157895 0.473684 0.329102
0.210526 0.473684 0.276471
0.263158 0.473684 0.223842
0.315789 0.473684 0.171283
0.368421 0.473684 0.119476
0.421053 0.473684 0.0717552
0.473684 0.473684 0.0352011
0.526316 0.473684 0.0141164
0.578947 0.473684 0.00475822
0.631579 0.473684 0.0013817
0.684211 0.473684 0.000350645
0.736842 0.473684 7.80512e-05
0.789474 0.473684 1.51242e-05
0.842105 0.473684 2.49654e-06
0.894737 0.473684 3.35747e-07
0.947368 0.473684 3.34865e-08
1 0.473684 0
0 0.526316 0.488297
0.0526316 0.526316 0.433113
0.105263 0.526316 0.380452
0.157895 0.526316 0.327821
0.210526 0.526316 0.275189
0.263158 0.526316 0.222563
0.315789 0.526316 0.170037
0.368421 0.526316 0.118456
0.421053 0.526316 0.0714316
0.473684 0.526316 0.0357448
0.526316 0.526316 0.0149131
0.578947 0.526316 0.00532326
0.631579 0.526316 0.001664
0.684211 0.526316 0.00046235
0.736842 0.526316 0.000114923
0.789474 0.526316 2.55062e-05
0.842105 0.526316 4.99918e-06
0.894737 0.526316 8.45154e-07
0.947368 0.526316 1.17112e-07
1 0.526316 0
0 0.578947 0.489584
0.0526316 0.578947 0.431834
0.105263 0.578947 0.379174
0.157895 0.578947 0.326542
0.210526 0.578947 0.273911
0.263158 0.578947 0.221288
0.315789 0.578947 0.168803
0.368421 0.578947 0.117471
0.421053 0.578947 0.0711367
0.473684 0.578947 0.0362481
0.526316 0.578947 0.0156569
0.578947 0.578947 0.00587285
0.631579 0.578947 0.00195539
0.684211 0.578947 0.000586597
0.736842 0.578947 0.000159805
0.789474 0.578947 3.95902e-05
0.842105 0.578947 8.87354e-06
0.894737 0.578947 1.77595e-06
0.947368 0.578947 3.05146e-07
1 0.578947 0
0 0.631579 0.490874
0.0526316 0.631579 0.430558
0.105263 0.631579 0.377899
0.157895 0.631579 0.325268
0.210526 0.631579 0.272636
0.263158 0.631579 0.220018
0.315789 0.631579 0.167583
0.368421 0.631579 0.11652
0.421053 0.631579 0.0708656
0.473684 0.631579 0.0367147
0.526316 0.631579 0.0163536
0.578947 0.631579 0.0064063
0.631579 0.631579 0.0022531
0.684211 0.631579 0.000721916
0.736842 0.631579 0.00021256
0.789474 0.631579 5.7704e-05
0.842105 0.631579 1.44188e-05
0.894737 0.631579 3.29134e-06
0.947368 0.631579 6.59831e-07
1 0.631579 0
0 0.684211 0.492167
0.0526316 0.684211 0.429284
0.105263 0.684211 0.376628
0.157895 0.684211 0.323996
0.210526 0.684211 0.271365
0.263158 0.684211 0.218753
0.315789 0.684211 0.166377
0.368421 0.684211 0.115602
0.421053 0.684211 0.0706141
0.473684 0.684211 0.0371483
0.526316 0.684211 0.017008
0.578947 0.684211 0.00692334
0.631579 0.684211 0.00255486
0.684211 0.684211 0.00086689
0.736842 0.684211 0.000272904
0.789474 0.684211 8.0066e-05
0.842105 0.684211 2.1901e-05
0.894737 0.684211 5.55948e-06
0.947368 0.684211 1.25259e-06
1 0.684211 0
0 0.736842 0.493464
0.0526316 0.736842 0.428013
0.105263 0.736842 0.37536
0.157895 0.736842 0.322728
0.210526 0.736842 0.270097
0.263158 0.736842 0.217492
0.315789 0.736842 0.165186
0.368421 0.736842 0.114714
0.421053 0.736842 0.0703786
0.473684 0.736842 0.0375519
0.526316 0.736842 0.017624
0.578947 0.736842 0.00742399
0.631579 0.736842 0.00285882
0.684211 0.736842 0.00102019
0.736842 0.736842 0.000340455
0.789474 0.736842 0.000106797
0.842105 0.736842 3.15451e-05
0.894737 0.736842 8.74404e-06
0.947368 0.736842 2.1593e-06
1 0.736842 0
0 0.789474 0.494764
0.0526316 0.789474 0.426745
0.105263 0.789474 0.374095
0.157895 0.789474 0.321463
0.210526 0.789474 0.268833
0.263158 0.789474 0.216238
0.315789 0.789474 0.164009
0.368421 0.789474 0.113855
0.421053 0.789474 0.0701565
0.473684 0.789474 0.0379282
0.526316 0.789474 0.0182052
0.578947 0.789474 0.00790845
0.631579 0.789474 0.00316347
0.684211 0.789474 0.00118059
0.736842 0.789474 0.000414766
0.789474 0.789474 0.000137936
0.842105 0.789474 4.35321e-05
0.894737 0.789474 1.29969e-05
0.947368 0.789474 3.45583e-06
1 0.789474 0
0 0.842105 0.496068
0.0526316 0.842105 0.425479
0.105263 0.842105 0.372834
0.157895 0.842105 0.320202
0.210526 0.842105 0.267573
0.263158 0.842105 0.214989
0.315789 0.842105 0.162848
0.368421 0.842105 0.113024
0.421053 0.842105 0.0699454
0.473684 0.842105 0.0382794
0.526316 0.842105 0.0187545
0.578947 0.842105 0.00837705
0.631579 0.842105 0.00346759
0.684211 0.842105 0.00134697
0.736842 0.842105 0.000495355
0.789474 0.842105 0.000173452
0.842105 0.842105 5.79983e-05
0.894737 0.842105 1.84529e-05
0.947368 0.842105 5.2143e-06
1 0.842105 0
0 0.894737 0.497375
0.0526316 0.894737 0.424216
0.105263 0.894737 0.371576
0.157895 0.894737 0.318944
0.210526 0.894737 0.266315
0.263158 0.894737 0.213746
0.315789 0.894737 0.161702
0.368421 0.894737 0.112219
0.421053 0.894737 0.0697434
0.473684 0.894737 0.0386076
0.526316 0.894737 0.0192746
0.578947 0.894737 0.0088302
0.631579 0.894737 0.00377019
0.684211 0.894737 0.00151833
0.736842 0.894737 0.000581722
0.789474 0.894737 0.00021326
0.842105 0.894737 7.50379e-05
0.894737 0.894737 2.52264e-05
0.947368 0.894737 7.50024e-06
1 0.894737 0
0 0.947368 0.498686
0.0526316 0.947368 0.422956
0.105263 0.947368 0.370321
0.157895 0.947368 0.317689
0.210526 0.947368 0.265062
0.263158 0.947368 0.212509
0.315789 0.947368 0.160572
0.368421 0.947368 0.111438
0.421053 0.947368 0.069549
0.473684 0.947368 0.0389147
0.526316 0.947368 0.0197677
0.578947 0.947368 0.00926836
0.631579 0.947368 0.00407048
0.684211 0.947368 0.00169377
0.736842 0.947368 0.000673369
0.789474 0.947368 0.000257229
0.842105 0.947368 9.47061e-05
0.894737 0.947368 3.341e-05
0.947368 0.947368 1.03706e-05
1 0.947368 0
0 1 0.5
0.0526316 1 0.421698
0.105263 1 0.369069
0.157895 1 0.316437
0.210526 1 0.263812
0.263158 1 0.211278
0.315789 1 0.159458
0.368421 1 0.11068
0.421053 1 0.0693608
0.473684 1 0.0392022
0.526316 1 0.0202359
0.578947 1 0.00969201
0.631579 1 0.0043678
0.684211 1 0.00187249
0.736842 1 0.000769804
0.789474 1 0.000305198
0.842105 1 0.000117023
0.894737 1 4.30737e-05
0.947368 1 1.38728e-05
1 1 0
